time-stamp,java-file,seed,smt-result,error-message,smt-time,total-time,data-nodes,ctrl-nodes,mem-nodes
2026-05-25 11:04:27.146497175 UTC,Test3244.java,1851993378943362141,Unsat,,0.028585693s,0.214818202s,183,36,2
2026-05-25 11:04:33.982672859 UTC,Test3245.java,824047984376384558,Unsat,,0.019395346s,0.201028175s,69,20,3
2026-05-25 11:04:41.097140909 UTC,Test3246.java,7694218146359675925,Unsat,,0.027966384s,0.308450583s,125,20,4
2026-05-25 11:04:48.319770657 UTC,Test3247.java,10978534890995122214,Unsat,,24.382980444s,24.55014356s,192,61,6
2026-05-25 11:05:19.449213293 UTC,Test3248.java,11836910801939554442,Unsat,,0.02962809s,0.166848602s,153,12,2
2026-05-25 11:05:26.075920242 UTC,Test3249.java,5638050851746967466,Unsat,,0.027502972s,0.182254699s,164,28,2
2026-05-25 11:05:32.694380561 UTC,Test3250.java,4564341638061221531,Unsat,,1.814609436s,2.007325258s,173,52,8
2026-05-25 11:05:41.248938764 UTC,Test3251.java,11306109799077850483,Unsat,,0.405382407s,0.53181251s,137,24,3
2026-05-25 11:05:48.277087556 UTC,Test3252.java,9826279045698687624,Unknown,timeout,45.127984137s,45.161843677s,36,4,2
2026-05-25 11:06:39.468217681 UTC,Test3253.java,17127005430627832214,Unsat,,0.022341179s,0.174478375s,95,36,2
2026-05-25 11:06:46.165618133 UTC,Test3254.java,11369022638526594449,Unsat,,0.014461053s,0.050484667s,30,4,2
2026-05-25 11:06:52.300374726 UTC,Test3255.java,15539114031895802367,Unsat,,0.14177485s,0.224262269s,74,32,9
2026-05-25 11:06:58.949913958 UTC,Test3256.java,2413043998705404573,Unknown,timeout,46.080425943s,46.195609128s,113,28,7
2026-05-25 11:07:51.629457049 UTC,Test3257.java,15175448218938354544,Unsat,,0.016521724s,0.041808672s,21,8,2
2026-05-25 11:07:57.779894638 UTC,Test3258.java,11101724156176106559,Unsat,,0.03354838s,0.457233359s,184,85,11
2026-05-25 11:08:04.976153073 UTC,Test3259.java,3919541318944544386,Unsat,,0.016189356s,0.065115747s,33,12,2
2026-05-25 11:08:11.28152314 UTC,Test3260.java,6542266524647401704,Unsat,,0.016100116s,0.047674913s,30,4,2
2026-05-25 11:08:17.450081056 UTC,Test3261.java,10378482191556031392,Unsat,,0.018354601s,0.064927678s,48,4,2
2026-05-25 11:08:23.555621972 UTC,Test3262.java,14203932782290895875,Unsat,,0.013010458s,0.042716217s,4,4,2
2026-05-25 11:08:29.672173659 UTC,Test3263.java,16950041536099786052,Unknown,timeout,45.910169657s,46.021842254s,117,20,2
2026-05-25 11:09:22.355292189 UTC,Test3264.java,17008790640338349768,Unsat,,0.015352483s,0.05998868s,41,4,2
2026-05-25 11:09:28.480168279 UTC,Test3265.java,8123695015836524627,Unsat,,0.014254801s,0.059148245s,33,4,3
2026-05-25 11:09:34.657771289 UTC,Test3266.java,11848712674855767007,Unsat,,0.021896155s,0.114082056s,113,12,2
2026-05-25 11:09:41.284918583 UTC,Test3267.java,9972938421114918993,Unsat,,0.449008219s,0.675922584s,103,51,5
2026-05-25 11:09:48.633913759 UTC,Test3268.java,14971086480489917037,Unsat,,0.022212479s,0.258653458s,99,28,2
2026-05-25 11:09:55.639945547 UTC,Test3269.java,875766616360938579,Unsat,,0.039326677s,0.176290645s,106,52,14
2026-05-25 11:10:02.295884178 UTC,Test3270.java,8509910834744502555,Unsat,,0.033341381s,0.186667073s,129,29,4
2026-05-25 11:10:09.050712201 UTC,Test3271.java,15402715804020142230,Unsat,,0.016576937s,0.073727727s,55,12,2
2026-05-25 11:10:15.473446101 UTC,Test3272.java,17242209433825330610,Unknown,timeout,46.482616838s,46.553115548s,74,12,2
2026-05-25 11:11:08.049975426 UTC,Test3273.java,6008244547640714272,Unsat,,0.011637958s,0.032561749s,4,4,2
2026-05-25 11:11:14.103973118 UTC,Test3274.java,16373795409094032478,Unsat,,0.016959631s,0.084214767s,53,12,2
2026-05-25 11:11:20.795741757 UTC,Test3275.java,10009584620862096603,Unsat,,0.021555551s,0.260280042s,115,28,5
2026-05-25 11:11:27.626657014 UTC,Test3276.java,15476711296043845470,Unsat,,0.017110865s,0.069890891s,59,12,2
2026-05-25 11:11:34.248818221 UTC,Test3277.java,15343260592300521767,Unsat,,0.021390686s,0.154844777s,109,28,4
2026-05-25 11:11:41.043759895 UTC,Test3278.java,13097372256305312900,Unsat,,0.029999847s,0.207159931s,125,40,6
2026-05-25 11:11:47.772731948 UTC,Test3279.java,5516968198083154711,Unsat,,0.018078924s,0.105270286s,84,12,2
2026-05-25 11:11:54.407655432 UTC,Test3280.java,13763522027735241478,Unsat,,0.013794072s,0.06706657s,70,4,2
2026-05-25 11:12:00.476471945 UTC,Test3281.java,14863584653611633186,Unsat,,0.019385283s,0.10518957s,77,24,5
2026-05-25 11:12:07.028171004 UTC,Test3282.java,72090967203004477,Unsat,,0.021104602s,0.149005831s,113,28,4
2026-05-25 11:12:13.646809202 UTC,Test3283.java,13634485687290603787,Unsat,,0.023536528s,0.134683546s,112,20,2
2026-05-25 11:12:20.353128117 UTC,Test3284.java,13688519033062281472,Unsat,,0.014986434s,0.044734678s,22,4,2
2026-05-25 11:12:26.541144979 UTC,Test3285.java,1703935759413862310,Unsat,,0.012969848s,0.046655195s,20,4,2
2026-05-25 11:12:32.737420861 UTC,Test3286.java,8545713071267499947,Unsat,,0.015213766s,0.051808364s,35,4,2
2026-05-25 11:12:38.872957555 UTC,Test3287.java,10561340920438154544,Unsat,,0.02625005s,0.12653646s,108,20,2
2026-05-25 11:12:45.525149373 UTC,Test3288.java,8095913162112966462,Unsat,,0.027039745s,0.300578702s,115,41,4
2026-05-25 11:12:52.555870249 UTC,Test3289.java,7435875856715935950,Unsat,,16.873062595s,16.940731106s,67,12,2
2026-05-25 11:13:15.616655926 UTC,Test3290.java,12774610672165923455,Unsat,,0.014982453s,0.054013984s,42,4,2
2026-05-25 11:13:21.838678686 UTC,Test3291.java,17697882564516908167,Unknown,timeout,46.12139245s,46.273620245s,144,20,2
2026-05-25 11:14:14.59641476 UTC,Test3292.java,1737794213030245079,Unsat,,0.025715057s,0.443988895s,147,36,4
2026-05-25 11:14:21.851607545 UTC,Test3293.java,1085748727888852120,Unsat,,0.019325663s,0.10512575s,87,12,2
2026-05-25 11:14:28.552074775 UTC,Test3294.java,14192178786694811294,Unsat,,0.012245617s,0.030123196s,4,4,2
2026-05-25 11:14:34.619834359 UTC,Test3295.java,4548004258266143819,Unsat,,0.018515074s,0.103582017s,69,12,4
2026-05-25 11:14:41.196847679 UTC,Test3296.java,17819096417906642283,Unknown,timeout,46.851680449s,46.976532972s,128,20,2
2026-05-25 11:15:34.811538475 UTC,Test3297.java,213284440823269948,Unsat,,0.013080693s,0.150833551s,139,40,22
2026-05-25 11:15:41.213541148 UTC,Test3298.java,4452841720308234706,Unsat,,0.021812758s,0.122172382s,101,20,4
2026-05-25 11:15:47.968776448 UTC,Test3299.java,6736190324262795846,Unsat,,0.012957257s,0.044076261s,14,4,2
2026-05-25 11:15:54.081728047 UTC,Test3300.java,18167396981421883611,Unknown,timeout,45.428894404s,45.552382194s,79,12,2
2026-05-25 11:16:46.064004565 UTC,Test3301.java,3718179517168315103,Unsat,,0.027917992s,0.163260455s,116,44,2
2026-05-25 11:16:52.908094758 UTC,Test3302.java,6593639239854245509,Unsat,,0.017488622s,0.091661781s,73,20,2
2026-05-25 11:16:59.321974849 UTC,Test3303.java,17762145426276564445,Unsat,,0.016484798s,0.069173372s,48,4,2
2026-05-25 11:17:05.377103563 UTC,Test3304.java,5543527706889530786,Unsat,,0.015578909s,0.057487193s,42,4,2
2026-05-25 11:17:11.499425376 UTC,Test3305.java,8033374233349119942,Unsat,,0.014652201s,0.050083531s,22,4,2
2026-05-25 11:17:17.687756307 UTC,Test3306.java,11610124956588488057,Unsat,,0.017395408s,0.11562226s,99,28,6
2026-05-25 11:17:24.335165563 UTC,Test3307.java,2141997104847206973,Unsat,,0.031254845s,0.233382057s,153,56,11
2026-05-25 11:17:31.165653729 UTC,Test3308.java,196966557220426777,Unknown,timeout,45.794814838s,45.929864133s,110,28,2
2026-05-25 11:18:23.623715237 UTC,Test3309.java,7394841913273986261,Unknown,timeout,45.603094877s,45.681707151s,77,13,4
2026-05-25 11:19:15.887728538 UTC,Test3310.java,3355118302619804893,Unknown,timeout,45.661052173s,45.861611557s,92,28,2
2026-05-25 11:20:08.375168027 UTC,Test3311.java,11681283396947551103,Unsat,,0.015005835s,0.048544066s,24,4,2
2026-05-25 11:20:14.530706862 UTC,Test3312.java,5251645244353509189,Unsat,,0.017798955s,0.071503035s,59,12,2
2026-05-25 11:20:21.097362227 UTC,Test3313.java,1409171461581683111,Unsat,,0.043601432s,0.174127254s,138,32,6
2026-05-25 11:20:27.83551001 UTC,Test3314.java,5592588431915568293,Unsat,,0.159150518s,0.256254244s,32,20,5
2026-05-25 11:20:34.388941082 UTC,Test3315.java,7623997827758286967,Unsat,,0.014857593s,0.04752035s,34,4,2
2026-05-25 11:20:40.550684183 UTC,Test3316.java,14244006147471693533,Unsat,,0.249302794s,0.569301273s,244,124,44
2026-05-25 11:20:47.797894607 UTC,Test3317.java,4181593291303221540,Unsat,,0.012414176s,0.03166929s,6,4,2
2026-05-25 11:20:53.988545882 UTC,Test3318.java,8878596696107726689,Unsat,,0.015491841s,0.05390104s,26,4,2
2026-05-25 11:21:00.138061674 UTC,Test3319.java,7537902705614274224,Unknown,timeout,45.977947998s,46.106851456s,117,20,4
2026-05-25 11:21:52.824328444 UTC,Test3320.java,17298918988442945097,Unsat,,0.014618947s,0.048292863s,16,4,2
2026-05-25 11:21:58.960098777 UTC,Test3321.java,8306193003354330259,Unsat,,0.017715306s,0.072063677s,57,12,2
2026-05-25 11:22:05.77191769 UTC,Test3322.java,2968930604829627379,Unsat,,0.017772052s,0.082841083s,74,22,3
2026-05-25 11:22:12.396610407 UTC,Test3323.java,6624368329999098235,Unsat,,0.012042661s,0.066676949s,11,4,2
2026-05-25 11:22:18.786095128 UTC,Test3324.java,2054476785446877357,Unsat,,0.019088791s,0.068062583s,61,4,2
2026-05-25 11:22:25.077983755 UTC,Test3325.java,14178474204659490607,Unknown,timeout,50.391350397s,50.437461536s,61,4,2
2026-05-25 11:23:21.562728689 UTC,Test3326.java,2753261329296994914,Unsat,,0.016914623s,0.064578799s,37,12,2
2026-05-25 11:23:28.104655066 UTC,Test3327.java,12315910810996796044,Unsat,,0.019575658s,0.105875949s,85,20,2
2026-05-25 11:23:34.657210044 UTC,Test3328.java,12145221784928212901,Unsat,,0.065575634s,0.229892602s,155,32,17
2026-05-25 11:23:41.494859187 UTC,Test3329.java,8451314368403405850,Unsat,,0.013326923s,0.042302769s,18,4,2
2026-05-25 11:23:47.503348055 UTC,Test3330.java,13264635553494911271,Unsat,,0.021459615s,0.130248574s,93,20,2
2026-05-25 11:23:54.031210392 UTC,Test3331.java,2035614211651306532,Unsat,,0.015154711s,0.151197676s,58,30,6
2026-05-25 11:24:00.771621459 UTC,Test3332.java,15542116322319015250,Unsat,,0.013784575s,0.047369356s,32,8,5
2026-05-25 11:24:06.872998712 UTC,Test3333.java,10559777125017059129,Unsat,,0.024442138s,0.171301472s,133,28,2
2026-05-25 11:24:13.575841457 UTC,Test3334.java,12271366043847515149,Unsat,,0.21911496s,0.349613866s,129,55,11
2026-05-25 11:24:20.446680889 UTC,Test3335.java,1535751737299939513,Unsat,,0.013074971s,0.037244447s,8,4,2
2026-05-25 11:24:26.55147002 UTC,Test3336.java,17185704377929276222,Unsat,,0.012655783s,0.036447295s,6,4,2
2026-05-25 11:24:32.706970091 UTC,Test3337.java,17381883286452446258,Unsat,,0.017602409s,0.082928833s,61,12,2
2026-05-25 11:24:39.209354382 UTC,Test3338.java,17256748038414983853,Unsat,,0.018300873s,0.069759353s,53,4,2
2026-05-25 11:24:45.356850542 UTC,Test3339.java,16942429468009447861,Unsat,,12.723577908s,13.100338831s,120,48,12
2026-05-25 11:25:05.073973614 UTC,Test3340.java,16849024545421648203,Unsat,,0.022440628s,0.128936391s,87,42,14
2026-05-25 11:25:11.841156034 UTC,Test3341.java,11911082143062537687,Unsat,,13.017005031s,13.2268452s,154,52,12
2026-05-25 11:25:31.849218021 UTC,Test3342.java,12633162110980905283,Unsat,,0.023862404s,0.149384269s,115,28,2
2026-05-25 11:25:38.859575514 UTC,Test3343.java,12307261271481738783,Unknown,timeout,45.936493156s,46.063853017s,120,20,6
2026-05-25 11:26:31.700966072 UTC,Test3344.java,9606743967528538830,Unsat,,0.016640951s,0.069275719s,44,12,10
2026-05-25 11:26:37.774926399 UTC,Test3345.java,6844275600248341036,Unsat,,0.31774633s,0.514580169s,170,67,15
2026-05-25 11:26:44.810204617 UTC,Test3346.java,9529301600706962208,Unsat,,0.022900588s,0.137738863s,115,20,2
2026-05-25 11:26:51.44591635 UTC,Test3347.java,14948403474342501516,Unsat,,0.574111385s,0.677528977s,83,37,10
2026-05-25 11:26:58.757239107 UTC,Test3348.java,12145318143100931563,Unsat,,0.022273607s,0.092322631s,78,12,6
2026-05-25 11:27:04.854516895 UTC,Test3349.java,3771223628464219490,Unsat,,0.018140925s,0.108396005s,87,12,2
2026-05-25 11:27:11.395157644 UTC,Test3350.java,18434443351555599643,Unsat,,0.015821548s,0.093658361s,99,4,3
2026-05-25 11:27:17.627324878 UTC,Test3351.java,4017597367578685727,Unsat,,0.014555637s,0.046907474s,30,4,2
2026-05-25 11:27:23.909440229 UTC,Test3352.java,15748066586382215453,Unsat,,0.013804166s,0.03959346s,12,4,2
2026-05-25 11:27:30.126352943 UTC,Test3353.java,11774282830296930226,Unsat,,0.018475913s,0.095603072s,79,12,2
2026-05-25 11:27:36.802816741 UTC,Test3354.java,8916209301492732052,Unsat,,0.02073006s,0.164609344s,74,12,2
2026-05-25 11:27:43.490463863 UTC,Test3355.java,15567438362950780396,Unsat,,0.018874306s,0.109497792s,73,20,2
2026-05-25 11:27:50.003030575 UTC,Test3356.java,223927246125065925,Unsat,,0.025564644s,0.149187035s,127,28,2
2026-05-25 11:27:56.727792231 UTC,Test3357.java,15884629262638465486,Unsat,,0.02048056s,0.126405477s,112,12,5
2026-05-25 11:28:03.28773088 UTC,Test3358.java,4670949909100894504,Unsat,,0.015749088s,0.061108464s,45,12,2
2026-05-25 11:28:09.939692904 UTC,Test3359.java,18201489419045143343,Unsat,,0.017571654s,0.070172646s,49,12,2
2026-05-25 11:28:16.515496841 UTC,Test3360.java,16204377831499187525,Unsat,,0.018785302s,0.093464456s,79,12,2
2026-05-25 11:28:23.113960853 UTC,Test3361.java,15681490497559445204,Unsat,,0.042462524s,0.266537965s,175,76,8
2026-05-25 11:28:29.994589264 UTC,Test3362.java,17022815601753805190,Unsat,,0.014760915s,0.117301154s,35,25,4
2026-05-25 11:28:36.954713597 UTC,Test3363.java,9785936174572756157,Unsat,,0.015048398s,0.056344392s,24,12,2
2026-05-25 11:28:43.167433935 UTC,Test3364.java,1295688777251083865,Unsat,,0.260737294s,0.434488421s,155,61,13
2026-05-25 11:28:50.396224142 UTC,Test3365.java,4508421681449346618,Unsat,,0.012447366s,0.039659169s,6,4,2
2026-05-25 11:28:56.496037605 UTC,Test3366.java,7759768609470807781,Unsat,,0.042252382s,0.616804543s,241,80,6
2026-05-25 11:29:03.91269239 UTC,Test3367.java,4926987998902211909,Unsat,,0.018893168s,0.101427327s,79,40,12
2026-05-25 11:29:10.180969884 UTC,Test3368.java,8649665145986499614,Unsat,,6.535795591s,6.617830255s,75,12,2
2026-05-25 11:29:23.227191564 UTC,Test3369.java,13138871646699621193,Unsat,,0.917387174s,1.030785602s,104,48,10
2026-05-25 11:29:30.824132324 UTC,Test3370.java,3892930248416783606,Unsat,,0.011737869s,0.032457876s,12,4,2
2026-05-25 11:29:37.020956802 UTC,Test3371.java,15314877340709160544,Unknown,timeout,45.361856494s,45.739542665s,224,120,22
2026-05-25 11:30:29.390228624 UTC,Test3372.java,13453532715795003123,Unsat,,0.022582606s,0.121705175s,89,24,10
2026-05-25 11:30:36.090387775 UTC,Test3373.java,2661501835426596027,Unsat,,38.442076709s,38.650847397s,178,44,2
2026-05-25 11:31:21.269414341 UTC,Test3374.java,3989595898580776610,Unsat,,0.018938231s,0.213575898s,76,20,2
2026-05-25 11:31:28.132711624 UTC,Test3375.java,12290606432414745040,Unknown,timeout,45.62024003s,45.813189119s,175,52,7
2026-05-25 11:32:20.569462499 UTC,Test3376.java,14026364043273736298,Unsat,,0.011248229s,0.065204471s,6,4,2
2026-05-25 11:32:26.83931219 UTC,Test3377.java,14541968616813138518,Unsat,,0.0142315s,0.052063433s,32,4,2
2026-05-25 11:32:32.916622855 UTC,Test3378.java,11164341111614064234,Unsat,,0.011549007s,0.09642154s,46,12,3
2026-05-25 11:32:39.34132048 UTC,Test3379.java,14590182495839111580,Unsat,,0.025152775s,0.178370083s,168,28,2
2026-05-25 11:32:45.925078419 UTC,Test3380.java,350781955705774481,Unsat,,0.014509151s,0.042385379s,16,4,2
2026-05-25 11:32:51.990208861 UTC,Test3381.java,5673067678024307994,Unsat,,0.018502911s,0.088400785s,80,13,2
2026-05-25 11:32:58.563514097 UTC,Test3382.java,13271171162213996364,Unsat,,0.01148496s,0.02651205s,2,4,2
2026-05-25 11:33:04.746055763 UTC,Test3383.java,8615784828244979822,Unsat,,0.017291207s,0.109234755s,74,20,2
2026-05-25 11:33:11.21482762 UTC,Test3384.java,7421389912144744349,Unknown,timeout,46.259759108s,46.517820035s,209,56,14
2026-05-25 11:34:04.276774645 UTC,Test3385.java,16375141038286053079,Unsat,,5.55625369s,5.647186205s,82,20,2
2026-05-25 11:34:16.623913252 UTC,Test3386.java,8922402707386492300,Unsat,,0.012109441s,0.03892422s,15,4,2
2026-05-25 11:34:22.860423927 UTC,Test3387.java,12643822662300626786,Unsat,,0.019493736s,0.241047012s,88,28,2
2026-05-25 11:34:29.850212537 UTC,Test3388.java,18090188570563297211,Unknown,timeout,46.166298012s,46.354583843s,95,20,2
2026-05-25 11:35:22.995236605 UTC,Test3389.java,3969454071198848230,Unsat,,0.025338533s,0.154508222s,83,60,11
2026-05-25 11:35:29.584832994 UTC,Test3390.java,7792565582429498402,Unsat,,0.012215034s,0.039846391s,14,8,2
2026-05-25 11:35:35.708419159 UTC,Test3391.java,7561075707387087296,Unsat,,0.019647878s,0.118624311s,73,28,2
2026-05-25 11:35:42.256918538 UTC,Test3392.java,5741478646500415423,Unsat,,0.013275007s,0.039104249s,19,4,2
2026-05-25 11:35:48.536668608 UTC,Test3393.java,11166961002622957717,Unsat,,0.027373877s,0.199562782s,119,57,11
2026-05-25 11:35:55.238160663 UTC,Test3394.java,11860198867501624578,Unknown,timeout,46.00259236s,46.176418529s,141,36,15
2026-05-25 11:36:47.993954353 UTC,Test3395.java,3857067372521820657,Unsat,,0.018381071s,0.102763843s,85,12,2
2026-05-25 11:36:54.587307739 UTC,Test3396.java,1554900302752038343,Unsat,,0.018221213s,0.102061178s,73,12,2
2026-05-25 11:37:01.27975573 UTC,Test3397.java,17332969388119533173,Unsat,,0.022389381s,0.148736627s,107,28,4
2026-05-25 11:37:08.113071505 UTC,Test3398.java,8624434807857370573,Unsat,,0.012241367s,0.031742053s,10,4,2
2026-05-25 11:37:14.347161754 UTC,Test3399.java,10491984967547300754,Unsat,,0.01835482s,0.10216434s,75,20,2
2026-05-25 11:37:21.079883736 UTC,Test3400.java,7631929832095784599,Unsat,,0.013169005s,0.033344942s,12,4,2
2026-05-25 11:37:27.303987385 UTC,Test3401.java,2645093990750095373,Unknown,timeout,45.555023535s,45.667263097s,96,20,2
2026-05-25 11:38:19.497436932 UTC,Test3402.java,15474979384232946423,Unsat,,0.033362821s,0.232139323s,168,85,16
2026-05-25 11:38:26.376150025 UTC,Test3403.java,6878650360563486997,Unsat,,0.016914984s,0.076240034s,57,12,2
2026-05-25 11:38:33.144389689 UTC,Test3404.java,4193675402871845064,Unsat,,0.022615856s,0.145046638s,109,28,2
2026-05-25 11:38:39.942515727 UTC,Test3405.java,12725922170373937760,Unknown,timeout,45.391203223s,45.513501048s,125,37,8
2026-05-25 11:39:32.085668718 UTC,Test3406.java,7071310840593105583,Unsat,,0.019806704s,0.110579246s,89,12,4
2026-05-25 11:39:38.675008158 UTC,Test3407.java,7961832639090526920,Unsat,,0.015225315s,0.049278924s,32,4,2
2026-05-25 11:39:44.71374257 UTC,Test3408.java,13654568886105321696,Unsat,,0.013500398s,0.051853282s,40,12,6
2026-05-25 11:39:50.811710482 UTC,Test3409.java,18362406955354818040,Unsat,,0.025367412s,0.164891953s,119,29,2
2026-05-25 11:39:57.518127439 UTC,Test3410.java,16185049720822419491,Unknown,timeout,47.785192064s,47.942984595s,133,24,7
2026-05-25 11:40:51.986754727 UTC,Test3411.java,2291758094542977891,Unknown,timeout,47.338554756s,47.905324503s,253,76,6
2026-05-25 11:41:46.821389921 UTC,Test3412.java,2260752536961671113,Unsat,,0.013391326s,0.04567961s,23,4,2
2026-05-25 11:41:53.030310144 UTC,Test3413.java,11195788986120468931,Unsat,,0.013541871s,0.041916589s,14,4,2
2026-05-25 11:41:59.197826924 UTC,Test3414.java,13877374402754275211,Unsat,,0.034010372s,0.294189716s,103,28,2
2026-05-25 11:42:05.865514642 UTC,Test3415.java,13707881486602144088,Unsat,,0.028255578s,0.243988125s,190,48,6
2026-05-25 11:42:12.734124061 UTC,Test3416.java,6277145633679158999,Unsat,,0.027482279s,0.238174504s,102,32,4
2026-05-25 11:42:19.711307077 UTC,Test3417.java,7456514421449751017,Unsat,,2.428004975s,2.598377295s,88,20,2
2026-05-25 11:42:28.604539373 UTC,Test3418.java,11219305960454157735,Unsat,,0.018774884s,0.112380827s,86,16,2
2026-05-25 11:42:35.279901052 UTC,Test3419.java,14736433987159610564,Unsat,,0.011908659s,0.048875618s,21,4,5
2026-05-25 11:42:41.470590114 UTC,Test3420.java,15220292697454944325,Unknown,timeout,45.252408653s,45.299631681s,61,4,2
2026-05-25 11:43:32.8847075 UTC,Test3421.java,7016515635620601063,Unsat,,0.019745385s,0.097536079s,75,12,2
2026-05-25 11:43:39.550094667 UTC,Test3422.java,13870124574428371406,Unsat,,0.022777101s,0.103407207s,67,12,2
2026-05-25 11:43:46.224196585 UTC,Test3423.java,16776937129395927022,Unknown,timeout,46.006044776s,46.127828235s,121,20,2
2026-05-25 11:44:39.037557942 UTC,Test3424.java,11968804762553953751,Unsat,,0.016090608s,0.069080509s,51,12,4
2026-05-25 11:44:45.507718463 UTC,Test3425.java,8932514856113160021,Unsat,,0.017628919s,0.122107017s,71,20,4
2026-05-25 11:44:52.073931881 UTC,Test3426.java,14876730088048380911,Unknown,timeout,45.983418975s,46.090359103s,121,20,2
2026-05-25 11:45:44.621668252 UTC,Test3427.java,12668449347374704062,Unsat,,0.022814955s,0.122426831s,95,32,5
2026-05-25 11:45:51.256427793 UTC,Test3428.java,1040213379038994864,Unsat,,0.032431201s,0.471933479s,156,66,15
2026-05-25 11:45:58.537122823 UTC,Test3429.java,14661556113130934409,Unsat,,0.015395434s,0.038548507s,16,4,2
2026-05-25 11:46:04.63910206 UTC,Test3430.java,13130783095346169583,Unsat,,0.016477101s,0.069951507s,49,12,2
2026-05-25 11:46:11.129584567 UTC,Test3431.java,1169381035927382141,Unsat,,0.023320336s,0.166149942s,101,48,12
2026-05-25 11:46:17.728805744 UTC,Test3432.java,14223491837902966159,Unsat,,0.0161716s,0.07098233s,51,12,2
2026-05-25 11:46:24.270116477 UTC,Test3433.java,6064261562829774927,Unsat,,0.021668122s,0.128907355s,91,28,2
2026-05-25 11:46:30.926201756 UTC,Test3434.java,1685026974685140882,Unsat,,8.893441229s,9.304511605s,159,64,7
2026-05-25 11:46:47.313654063 UTC,Test3435.java,15950869274568503964,Unsat,,0.017260406s,0.07049915s,46,12,2
2026-05-25 11:46:54.029574506 UTC,Test3436.java,13729679994907106205,Unsat,,0.017852252s,0.090520265s,79,12,2
2026-05-25 11:47:00.630925506 UTC,Test3437.java,12703884064684780384,Unsat,,0.027511518s,0.185994537s,177,28,2
2026-05-25 11:47:07.394139758 UTC,Test3438.java,3528509816261922205,Unsat,,0.0361231s,0.255746058s,189,56,10
2026-05-25 11:47:14.128462741 UTC,Test3439.java,15652379792904056366,Unknown,timeout,45.959879695s,46.204601583s,140,28,2
2026-05-25 11:48:07.218929273 UTC,Test3440.java,8580297663219547708,Unsat,,0.015257617s,0.05200455s,36,4,2
2026-05-25 11:48:13.533970207 UTC,Test3441.java,1325922204909265557,Unsat,,1.806451571s,1.839149627s,27,8,4
2026-05-25 11:48:21.671290003 UTC,Test3442.java,15612236863155514117,Unsat,,0.028783534s,0.283133183s,103,40,9
2026-05-25 11:48:28.375691427 UTC,Test3443.java,11576079758083070038,Unsat,,0.022005478s,0.135002678s,105,28,2
2026-05-25 11:48:35.052094148 UTC,Test3444.java,16911353444388055350,Unknown,timeout,46.31245843s,46.39699475s,76,12,2
2026-05-25 11:49:28.01418882 UTC,Test3445.java,8554292966478694605,Unsat,,0.013127801s,0.064513888s,6,4,2
2026-05-25 11:49:34.53313533 UTC,Test3446.java,6056887313799156424,Unsat,,0.023684137s,0.116122639s,88,24,2
2026-05-25 11:49:41.381392905 UTC,Test3447.java,4122155728217514698,Unsat,,0.017707457s,0.073095307s,48,4,2
2026-05-25 11:49:47.539781291 UTC,Test3448.java,6599531334635615828,Unsat,,0.017782008s,0.084170522s,54,20,3
2026-05-25 11:49:54.127134286 UTC,Test3449.java,243390562750495474,Unsat,,0.01960042s,0.147562672s,89,28,4
2026-05-25 11:50:00.771937913 UTC,Test3450.java,14924578547713046480,Unknown,timeout,45.34092604s,45.411101071s,77,12,2
2026-05-25 11:50:52.774416809 UTC,Test3451.java,16885075293283772131,Unsat,,0.020887947s,0.107838369s,89,12,4
2026-05-25 11:50:59.528890847 UTC,Test3452.java,17813761100752251807,Unsat,,0.026156991s,0.374334262s,153,36,2
2026-05-25 11:51:06.734402584 UTC,Test3453.java,8489630105691695490,Unsat,,0.016748444s,0.084729317s,55,12,2
2026-05-25 11:51:13.226526493 UTC,Test3454.java,17097705324895145221,Unsat,,0.019227426s,0.104715388s,83,20,2
2026-05-25 11:51:19.927753808 UTC,Test3455.java,11469909440331287649,Unsat,,0.018808225s,0.076726765s,53,13,2
2026-05-25 11:51:26.454221461 UTC,Test3456.java,2175281661479880036,Unsat,,0.015887277s,0.037529916s,16,4,2
2026-05-25 11:51:32.616955642 UTC,Test3457.java,14788326743880851720,Unsat,,0.026740723s,0.151708144s,105,47,9
2026-05-25 11:51:39.412768662 UTC,Test3458.java,1903534414685037697,Unsat,,0.014498638s,0.039973859s,4,4,2
2026-05-25 11:51:45.565750443 UTC,Test3459.java,6998785032970898931,Unsat,,0.77966223s,0.899136833s,78,28,10
2026-05-25 11:51:52.574618404 UTC,Test3460.java,11632721117882030753,Unsat,,0.024068145s,0.175254497s,115,28,2
2026-05-25 11:51:59.240202859 UTC,Test3461.java,5527001990005523292,Unsat,,0.020983608s,0.125772065s,85,20,2
2026-05-25 11:52:05.965794483 UTC,Test3462.java,5169148691158164851,Unsat,,0.016032965s,0.050187005s,26,4,2
2026-05-25 11:52:12.391062825 UTC,Test3463.java,4851816140249593686,Unknown,timeout,45.899070073s,46.041423387s,117,21,4
2026-05-25 11:53:05.096920964 UTC,Test3464.java,14698498898249492364,Unknown,timeout,48.115855585s,48.223740571s,81,24,5
2026-05-25 11:53:59.525615675 UTC,Test3465.java,2761848372444936168,Unsat,,0.019352463s,0.105221852s,67,4,5
2026-05-25 11:54:05.951860495 UTC,Test3466.java,10310899444610624356,Unsat,,0.026388198s,0.516194008s,175,65,15
